Model,Transcript_nr,Timeframe_LP,Timeframe_EVAL,Split,Amount,Metric,Value,POS,Matchtype
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.7271356553421804,PRON,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.2,PRON,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.7271356553421804,PRON,Lemma
Lexical profile,1016,5,15 - 25,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.16666666666666666,CONJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.8714285714285712,CONJ,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.16666666666666666,CONJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.8714285714285712,CONJ,Lemma
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.023809523809523808,VERB,Exact
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.6009856739128882,VERB,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.03508771929824561,VERB,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.8561805958826428,VERB,Lemma
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.10344827586206896,ADV,Exact
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.6467616667635547,ADV,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.10714285714285714,ADV,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,0.6449575860756915,ADV,Lemma
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.0009006304413089162,ngram,Exact
Lexical profile,1016,5,15 - 25,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,15 - 25,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,15 - 25,10,0,Coverage,0.0009137983551629607,ngram,Lemma
Lexical profile,1016,5,15 - 25,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.2,PRON,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.7141439814776122,PRON,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.21052631578947367,PRON,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.7134481606094223,PRON,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.15384615384615385,CONJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.7798781938273974,CONJ,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.15384615384615385,CONJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.7798781938273974,CONJ,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.021505376344086023,VERB,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.5329430777805537,VERB,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.03076923076923077,VERB,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.7034176427205232,VERB,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.11538461538461539,ADV,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.581044504215956,ADV,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.11538461538461539,ADV,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,0.581044504215956,ADV,Lemma
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0009193993257738277,ngram,Exact
Lexical profile,1016,5,25 - 35,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,25 - 35,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,25 - 35,10,0,Coverage,0.0009345794392523365,ngram,Lemma
Lexical profile,1016,5,25 - 35,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.17391304347826086,PRON,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.7168172293073987,PRON,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.17391304347826086,PRON,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.7168172293073987,PRON,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.14285714285714285,CONJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.8557319835805907,CONJ,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.14285714285714285,CONJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.8557319835805907,CONJ,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.02040816326530612,VERB,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.611111111111111,VERB,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.03773584905660377,VERB,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.9020387626795251,VERB,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.09375,ADV,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.3282032436939773,ADV,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.09375,ADV,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,0.3282032436939773,ADV,Lemma
Lexical profile,1016,5,35 - 45,10,0,Recall,0.6666666666666666,ngram,Exact
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0005468963631391851,ngram,Exact
Lexical profile,1016,5,35 - 45,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,35 - 45,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,35 - 45,10,0,Coverage,0.0008358874338255781,ngram,Lemma
Lexical profile,1016,5,35 - 45,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.2,PRON,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.6400641225102807,PRON,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.21052631578947367,PRON,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.6398000151656301,PRON,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.2,CONJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.914296177395487,CONJ,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.2,CONJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.914296177395487,CONJ,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.023529411764705882,VERB,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.5163798686058964,VERB,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.038461538461538464,VERB,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.7427813527082073,VERB,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.08108108108108109,ADV,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.43192974833129993,ADV,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.08108108108108109,ADV,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,0.43192974833129993,ADV,Lemma
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0008748906386701663,ngram,Exact
Lexical profile,1016,5,45 - 55,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,45 - 55,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,45 - 55,10,0,Coverage,0.0008920606601248885,ngram,Lemma
Lexical profile,1016,5,45 - 55,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.2,PRON,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.7522499384188343,PRON,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.21052631578947367,PRON,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.7516128882508606,PRON,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.2222222222222222,CONJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.8537616098122479,CONJ,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.2222222222222222,CONJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.8537616098122479,CONJ,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.023809523809523808,VERB,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.4558115821459608,VERB,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.038461538461538464,VERB,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.8544890905241889,VERB,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.09090909090909091,ADV,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.5222682536400588,ADV,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.09375,ADV,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,0.5217608274783377,ADV,Lemma
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0008424599831508003,ngram,Exact
Lexical profile,1016,5,55 - 65,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,55 - 65,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,55 - 65,10,0,Coverage,0.0008603383997705764,ngram,Lemma
Lexical profile,1016,5,55 - 65,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.16666666666666666,PRON,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.5837058749225174,PRON,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.16666666666666666,PRON,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.5837058749225174,PRON,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.16666666666666666,CONJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.9059600696710838,CONJ,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.16666666666666666,CONJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.9059600696710838,CONJ,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.020833333333333332,VERB,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.4465171814846499,VERB,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.04,VERB,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.8477011844241809,VERB,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.08823529411764706,ADV,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.6637617871984856,ADV,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.08823529411764706,ADV,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,0.6637617871984856,ADV,Lemma
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.000851305334846765,ngram,Exact
Lexical profile,1016,5,65 - 75,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,65 - 75,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,65 - 75,10,0,Coverage,0.0008618213157138753,ngram,Lemma
Lexical profile,1016,5,65 - 75,10,0,Cosine,,ngram,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,0,NOUN,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0,NOUN,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.0,NOUN,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,0,NOUN,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0,NOUN,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.0,NOUN,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,PRON,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.16,PRON,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.659093693464972,PRON,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,PRON,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.16,PRON,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.659093693464972,PRON,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,0,ADJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0,ADJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.0,ADJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,0,ADJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0,ADJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.0,ADJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,CONJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.18181818181818182,CONJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.7390083445627208,CONJ,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,CONJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.18181818181818182,CONJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.7390083445627208,CONJ,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,VERB,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.027777777777777776,VERB,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.6936554842270177,VERB,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,VERB,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.045454545454545456,VERB,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.9388593897077369,VERB,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,ADV,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.10714285714285714,ADV,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.673720115066327,ADV,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,ADV,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.10714285714285714,ADV,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,0.673720115066327,ADV,Lemma
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,ngram,Exact
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0009560229445506692,ngram,Exact
Lexical profile,1016,5,75 - 85,10,0,Cosine,,ngram,Exact
Lexical profile,1016,5,75 - 85,10,0,Recall,1.0,ngram,Lemma
Lexical profile,1016,5,75 - 85,10,0,Coverage,0.0009768804949527841,ngram,Lemma
Lexical profile,1016,5,75 - 85,10,0,Cosine,,ngram,Lemma
